Subject Description,Catalog Number,Class Number,Class Title,Class Section Number,Course Component Description,Academic Term Description,Class Academic Group Description,Meeting Start Time,Meeting End Time,Days,Building Code,Room,Enrollment Total
Electrical and Computer Engr,3998,16287,PHD INDEPENDENT STUDY,1170,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3998,16288,PHD INDEPENDENT STUDY,1180,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16289,PHD INDEPENDENT STUDY,1190,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16290,PHD INDEPENDENT STUDY,1200,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16291,PHD INDEPENDENT STUDY,1210,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,13203,PHD DISSERTATION,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16292,PHD DISSERTATION,1020,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3999,16293,PHD DISSERTATION,1030,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3999,16294,PHD DISSERTATION,1040,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16295,PHD DISSERTATION,1050,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16296,PHD DISSERTATION,1060,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3999,16297,PHD DISSERTATION,1070,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16298,PHD DISSERTATION,1080,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16299,PHD DISSERTATION,1090,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16300,PHD DISSERTATION,1100,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3999,16301,PHD DISSERTATION,1110,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16302,PHD DISSERTATION,1120,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16303,PHD DISSERTATION,1130,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3999,16304,PHD DISSERTATION,1140,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16305,PHD DISSERTATION,1150,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16306,PHD DISSERTATION,1160,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,3
Electrical and Computer Engr,3999,16307,PHD DISSERTATION,1170,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3999,16308,PHD DISSERTATION,1180,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16309,PHD DISSERTATION,1190,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16310,PHD DISSERTATION,1200,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3999,16311,PHD DISSERTATION,1210,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Energy Resources,2097,13211,GRADUATE PROJECTS,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01249,0
Energy Resources,2998,13144,CASE STUDY,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01249,0
Energy Resources,2999,13145,M. S. THESIS,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01249,0
Engineering,0012,13220,INTRO TO ENGINEERING COMPUTING,1035,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,Tu Th             ,BENDM,00229,72
Engineering,0012,13242,INTRO TO ENGINEERING COMPUTING,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,Tu Th             ,BENDM,00229,72
Engineering,0012,20544,INTRO TO ENGINEERING COMPUTING,1045,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,11:50 AM,Tu Th             ,BENDM,00229,63
Engineering,0012,24230,INTRO TO ENGINEERING COMPUTING,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,06:50 PM,Tu Th             ,BENDM,00229,60
Engineering,0015,22984,INTRODUCTION ENGINEERING ANAL,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,07:50 PM,M W               ,BENDM,00229,41
Engineering,0020,13151,PROBLTY & STAT FOR ENGINEERS 1,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,00G31,75
Engineering,0020,13154,PROBLTY & STAT FOR ENGINEERS 1,1100,Recitation,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:50 AM,F                 ,BENDM,00G28,38
Engineering,0020,13155,PROBLTY & STAT FOR ENGINEERS 1,1090,Recitation,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,F                 ,BENDM,00G26,37
Engineering,0020,13604,PROBLTY & STAT FOR ENGINEERS 1,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,00320,70
Engineering,0020,13605,PROBLTY & STAT FOR ENGINEERS 1,1060,Recitation,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:50 AM,F                 ,BENDM,00G26,31
Engineering,0020,13606,PROBLTY & STAT FOR ENGINEERS 1,1070,Recitation,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,F                 ,BENDM,00G37,39
Engineering,0022,13480,MATERLS STRUCTURE & PROPERTIES,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,M W F             ,BENDM,00G30,64
Engineering,0022,13481,MATERLS STRUCTURE & PROPERTIES,1040,Recitation,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,Tu                ,BENDM,00G29,64
Engineering,0082,29569,FRESHMAN ENGINEERING SEMINAR 2,1071,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,02:50 PM,M W               ,BENDM,00158,45
Engineering,0082,29570,FRESHMAN ENGINEERING SEMINAR 2,1072,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,03:50 PM,W                 ,BENDM,00227,17
Engineering,0082,29571,FRESHMAN ENGINEERING SEMINAR 2,1073,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,03:50 PM,W                 ,BENDM,00G28,39
Engineering,0082,29572,FRESHMAN ENGINEERING SEMINAR 2,1074,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,03:50 PM,W                 ,BENDM,00G27,41
Engineering,0082,29573,FRESHMAN ENGINEERING SEMINAR 2,1075,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,02:50 PM,W F               ,BENDM,00157,31
Engineering,0082,29574,FRESHMAN ENGINEERING SEMINAR 2,1076,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,02:50 PM,W F               ,BENDM,00G31,26
Engineering,0082,29575,FRESHMAN ENGINEERING SEMINAR 2,1077,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,02:50 PM,M W               ,BENDM,00G36,39
Engineering,0082,29576,FRESHMAN ENGINEERING SEMINAR 2,1078,Seminar,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,02:50 PM,M W               ,BENDM,00226,21
Engineering,0082,29577,FRESHMAN ENGINEERING SEMINAR 2,1079,Seminar,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,03:50 PM,M                 ,BENDM,00G28,24
Engineering,0082,29578,FRESHMAN ENGINEERING SEMINAR 2,1080,Seminar,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,03:50 PM,M                 ,BENDM,00G36,31
Engineering,0087,17187,TRANSFER SEMINAR,1040,Seminar,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,05:50 PM,Tu                ,BENDM,00G27,5
Engineering,0087,17188,TRANSFER SEMINAR,1050,Recitation,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,04:50 PM,Th                ,BENDM,00227,5
Engineering,0088,13166,LEARNING AND COUNSELING,1010,Practicum,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00B80,0
Engineering,0089,13167,COUNSELING,1010,Practicum,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00B80,0
Engineering,0090,28355,SWANSON SUCCESS PROGRAM,1040,Seminar,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,W F               ,BENDM,00158,36
Engineering,0131,26135,STATICS FOR CIVL & ENVRL ENGNR,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,M W F             ,BENDM,00G29,13
Engineering,0135,13402,STATICS & MECHC OF MATERIALS 1,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,03:50 PM,M W F             ,BENDM,00318,71
Engineering,0141,13229,MECHC OF MATLS CVL & ENV ENGR,1015,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,M W F             ,BENDM,00318,65
Engineering,0145,13394,STATICS & MECHC OF MATERIALS 2,1015,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,03:50 PM,M W F             ,BENDM,00157,149
Engineering,0151,28283,DYNAMICS CIVIL & ENVRN ENGNRS,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:15 AM,M W               ,BENDM,00319,26
Engineering,0716,26233,ART HANDS-ON SYS DSGN ENGR,1160,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,03:50 PM,Tu                ,BENDM,00318,57
Engineering,0716,27263,ART HANDS-ON SYS DSGN ENGR,1200,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,Th                ,BENDM,00G34,30
Engineering,0716,27264,ART HANDS-ON SYS DSGN ENGR,1210,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,W                 ,BENDM,00G34,27
Engineering,1080,28391,LEAN LNCHPD:EVID-BASD ENTREP,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:25 PM,M                 ,BENDM,00226,9
Engineering,1600,13474,GLOBAL ENGINEERING TECHNOLOGY,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,00G36,16
Engineering,1638,29585,MINING HEALTH AND SAFETY,1300,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:30 PM,08:00 PM,Th                ,BENDM,00319,16
Engineering,1701,13598,FUNDMS OF NUCLEAR REACTORS,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00157,61
Engineering,1933,31020,ENGINEERING A CRAFT BREWERY,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,00938A,71
Engineering,2050,19758,TECHNICAL WRITING,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,M W               ,BENDM,00G28,6
Engineering,2080,28392,LEAN LNCHPD:EVID-BASD ENTREP,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:25 PM,M                 ,BENDM,00226,0
Engineering,2102,28728,NUCLEAR PLANT DYNAMICS & CTRL,1105,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00312,0
Engineering,2104,26414,NUCLEAR OPERATIONS AND SAFETY,1180,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Th                ,BENDM,00G37,1
Engineering,2600,19013,GLOBAL ENGINEERING TECHNOLOGY,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,00G36,0
Engineering,2638,29587,MINING HEALTH AND SAFETY,1300,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:30 PM,08:00 PM,Th                ,BENDM,00319,5
Engineering,3000,24801,PREP FOR AN ACADEMIC CAREER,1250,Seminar,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,12:50 PM,Th                ,BENDM,00312,4
Engineering,3002,28679,ADV LRNG  EVID-BSD STEM TCHNG,1340,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:30 PM,05:25 PM,Th                ,BENDM,00318,0
Geology,0870,11103,THE PLANETS,1025,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,04:00 PM,04:50 PM,M                 ,BENDM,01045,30
Geology,1030,27980,"THE ATMOSPHERE, OCEANS & CLMTE",1100,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,M W               ,BENDM,00G30,59
History,0125,19290,RELIGIONS OF THE WEST,1030,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,04:00 PM,05:15 PM,Tu Th             ,BENDM,00158,20
Industrial Engineering,0015,19242,INTRO INFORMATION SYS ENGINRNG,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,M W               ,BENDM,01044,53
Industrial Engineering,0015,19243,INTRO INFORMATION SYS ENGINRNG,1060,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,F                 ,BENDM,01044,17
Industrial Engineering,0015,19244,INTRO INFORMATION SYS ENGINRNG,1070,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,12:30 PM,02:20 PM,Th                ,BENDM,01044,36
Industrial Engineering,1014,13607,DATA BASE DESIGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,W                 ,BENDM,01044,18
Industrial Engineering,1035,13599,ENGINEERING MANAGEMENT,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,Tu Th             ,BENDM,01044,61
Industrial Engineering,1040,13146,ENGINEERING ECONOMIC ANALYSIS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,08:00 AM,09:15 AM,M W               ,BENDM,01044,67
Industrial Engineering,1052,13602,MFG PROCESSES AND ANALYSIS,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:30 PM,03:20 PM,Tu Th             ,BENDM,01044,37
Industrial Engineering,1052,13603,MFG PROCESSES AND ANALYSIS,1050,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:30 PM,05:15 PM,Tu                ,BENDM,01044,29
Industrial Engineering,1052,20004,MFG PROCESSES AND ANALYSIS,1060,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:30 PM,05:15 PM,Th                ,BENDM,01044,8
Industrial Engineering,1054,30253,PRODUCTIVITY ANALYSIS,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,08:00 AM,09:15 AM,Tu Th             ,BENDM,01044,40
Industrial Engineering,1054,30254,PRODUCTIVITY ANALYSIS,1040,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,11:55 AM,F                 ,BENDM,01044,40
Industrial Engineering,1055,13429,FACLT LAYOUT & MATRL HANDLING,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,M W               ,BENDM,01044,52
Industrial Engineering,1071,13467,STATSTCL TESTING & REGRESSION,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:15 PM,M W               ,BENDM,01044,55
Industrial Engineering,1082,13433,PROBLSTC METH IN OPERATNS RES,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,M W               ,BENDM,01044,45
Industrial Engineering,1083,20005,SIMULATION MODELING,1090,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,01044,39
Industrial Engineering,1083,20006,SIMULATION MODELING,1100,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:55 PM,F                 ,BENDM,01044,39
Industrial Engineering,1085,13148,DEPARTMENTAL SEMINAR,1130,Seminar,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,Tu                ,BENDM,00157,135
Industrial Engineering,1098,13150,SPECIAL PROJECTS,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,0
Industrial Engineering,1102,18060,LEAN SIX SIGMA I (GREEN BELT),1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00G30,14
Industrial Engineering,1108,20334,HEALTH SYSTEMS ENGINEERING,1090,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Th                ,BENDM,00G28,11
Industrial Engineering,1302,24726,ENGR FOR PROCESS SAFETY,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:40 PM,M                 ,BENDM,00G37,19
Industrial Engineering,2001,13431,OPERATIONS RESEARCH,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Th                ,BENDM,01044,33
Industrial Engineering,2003,13400,ENGINEERING MANAGEMENT,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Tu                ,BENDM,01044,20
Industrial Engineering,2004,13608,DATA BASE DESIGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,W                 ,BENDM,01044,16
Industrial Engineering,2007,13233,STATISTICS AND DATA ANALYSIS,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,M                 ,BENDM,01045,32
Industrial Engineering,2011,23511,FUNDMS MICRO & NANOMANUFCTRNG,1280,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Th                ,BENDM,01045,6
Industrial Engineering,2025,13430,FACLT LAYOUT & MATRL HANDLING,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,M W               ,BENDM,01044,7
Industrial Engineering,2064,26413,DATA SCIENCE,1180,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Tu                ,BENDM,01045,9
Industrial Engineering,2084,17171,STOCHASTIC PROCESSES,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:15 AM,Tu Th             ,BENDM,01045,12
Industrial Engineering,2102,18061,LEAN SIX SIGMA I (GREEN BELT),1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00G30,11
Industrial Engineering,2108,20333,HEALTH SYSTEMS ENGINEERING,1090,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Th                ,BENDM,00G28,2
Industrial Engineering,2188,16811,SIMULATION MODELING & APPLCS,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,M                 ,BENDM,01044,10
Industrial Engineering,2302,24634,ENGR FOR PROCESS SAFETY,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:40 PM,M                 ,BENDM,00G37,9
Industrial Engineering,2303,26141,WORK DESIGN,1110,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:40 PM,Tu                ,BENDM,00G24,8
Industrial Engineering,2997,13313,"RESEARCH, M. S.",1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,0
Industrial Engineering,2999,13160,M. S. THESIS,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,0
Industrial Engineering,3056,30980,OPTIMIZATION UNDER UNCERTAINTY,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,Tu Th             ,BENDM,00G28,10
Industrial Engineering,3057,30981,BILEVEL OPTIMIZATION,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,12:30 PM,01:45 PM,M W               ,BENDM,00G28,7
Industrial Engineering,3095,13163,GRADUATE SEMINAR,1060,Seminar,Spring Term 2016-2017,Swanson School of Engineering,03:30 PM,04:25 PM,Th                ,BENDM,00G30,29
Industrial Engineering,3186,30982,APPROXIMATE DYNAMIC PROGRMMING,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:00 PM,03:15 PM,Tu Th             ,BENDM,01045,5
Industrial Engineering,3997,13164,"RESEARCH, PH.D.",1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,0
Industrial Engineering,3998,13168,PH.D. INDEPENDENT STUDY,1010,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,2
Industrial Engineering,3999,13169,PH.D. DISSERTATION,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01048,1
Information Science,1014,30713,GRAPHICS,1300,Lecture,Spring Term 2016-2017,School of Information Science,02:30 PM,03:45 PM,Tu Th             ,BENDM,00G31,22
Korean,0075,25933,INTRO TO KOREA THROUGH FILMS,1010,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,05:00 PM,08:50 PM,M                 ,BENDM,00G26,40
Linguistics,1000,27799,INTRODUCTION TO LINGUISTICS,1200,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,M W F             ,BENDM,00G30,61
Materials Science and Engr,2013,16487,KINETICS IN MATERIALS SCIENCE,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,M                 ,BENDM,00G28,13
Materials Science and Engr,2015,20010,ELECTROMGNTC PROPS MATERIALS,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,W                 ,BENDM,00G26,10
Materials Science and Engr,2030,13585,MECHANICAL BEHAVR OF MATERIALS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,Tu                ,BENDM,00G26,18
Materials Science and Engr,2032,31246,FRAC MECHC FOR PRODC DSGN/MFG,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,W                 ,BENDM,00226,2
Materials Science and Engr,2037,18526,NANOMECHANICS MATRLS & DEVICE,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:30 PM,03:55 PM,Th                ,BENDM,00G28,6
Materials Science and Engr,2997,13188,"RESEARCH, M.S.",1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00848,0
Materials Science and Engr,2998,13189,GRADUATE PROJECTS,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00848,0
Materials Science and Engr,2999,13190,M.S. THESIS,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00848,0
Materials Science and Engr,3998,13193,PH.D. INDEPENDENT STUDY,1010,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00848,0
Materials Science and Engr,3999,13194,PH.D. DISSERTATION,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00848,0
Mathematics,0020,11642,COLLEGE ALGEBRA PART 2,1075,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,F                 ,BENDM,00G24,28
Mathematics,0025,11108,APPLIED COLLEGE ALGEBRA,1070,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,03:00 PM,03:50 PM,M W F             ,BENDM,01045,27
Mathematics,0031,19677,ALGEBRA,1020,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,M W F             ,BENDM,00226,44
Mathematics,0031,19887,ALGEBRA,1060,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W F             ,BENDM,00226,58
Mathematics,0031,25861,ALGEBRA,1070,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,Tu                ,BENDM,00G28,30
Mathematics,0031,27226,ALGEBRA,1350,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,Tu                ,BENDM,01045,29
Mathematics,0120,10141,BUSINESS CALCULUS,1050,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,06:00 PM,07:15 PM,M W               ,BENDM,00G31,67
Mathematics,0120,10693,BUSINESS CALCULUS,1070,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,07:20 PM,08:10 PM,M W               ,BENDM,00226,35
Mathematics,0200,10046,PREP FOR SCIENTIFIC CALCULUS,1180,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,07:05 PM,08:20 PM,Tu Th             ,BENDM,00G30,63
Mathematics,0200,25865,PREP FOR SCIENTIFIC CALCULUS,1110,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W               ,BENDM,00G26,38
Mathematics,0200,25866,PREP FOR SCIENTIFIC CALCULUS,1115,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W               ,BENDM,00G28,33
